31 61 11 9
32 61 11 9
31 62 11 9
32 62 11 9
28 63 11 9
29 63 11 9
28 64 11 9
29 64 11 9
30 64 11 9
29 65 11 9
30 65 11 9
31 65 11 9
63 58 12 9
64 58 12 9
24 59 12 9
25 59 12 9
26 59 12 9
27 59 12 9
28 59 12 9
29 59 12 9
60 59 12 9
61 59 12 9
62 59 12 9
63 59 12 9
64 59 12 9
65 59 12 9
66 59 12 9
67 59 12 9
23 60 12 9
24 60 12 9
25 60 12 9
26 60 12 9
27 60 12 9
28 60 12 9
29 60 12 9
30 60 12 9
31 60 12 9
32 60 12 9
58 60 12 9
59 60 12 9
60 60 12 9
61 60 12 9
62 60 12 9
63 60 12 9
64 60 12 9
65 60 12 9
66 60 12 9
67 60 12 9
22 61 12 9
23 61 12 9
24 61 12 9
25 61 12 9
26 61 12 9
27 61 12 9
28 61 12 9
29 61 12 9
30 61 12 9
31 61 12 9
32 61 12 9
33 61 12 9
57 61 12 9
58 61 12 9
59 61 12 9
60 61 12 9
61 61 12 9
62 61 12 9
63 61 12 9
64 61 12 9
65 61 12 9
66 61 12 9
67 61 12 9
68 61 12 9
22 62 12 9
23 62 12 9
24 62 12 9
25 62 12 9
26 62 12 9
27 62 12 9
28 62 12 9
29 62 12 9
30 62 12 9
31 62 12 9
32 62 12 9
33 62 12 9
57 62 12 9
58 62 12 9
59 62 12 9
60 62 12 9
61 62 12 9
62 62 12 9
63 62 12 9
64 62 12 9
65 62 12 9
66 62 12 9
67 62 12 9
68 62 12 9
22 63 12 9
23 63 12 9
24 63 12 9
25 63 12 9
26 63 12 9
27 63 12 9
28 63 12 9
29 63 12 9
30 63 12 9
31 63 12 9
32 63 12 9
33 63 12 9
34 63 12 9
57 63 12 9
58 63 12 9
59 63 12 9
60 63 12 9
61 63 12 9
62 63 12 9
63 63 12 9
64 63 12 9
65 63 12 9
66 63 12 9
67 63 12 9
23 64 12 9
24 64 12 9
25 64 12 9
26 64 12 9
27 64 12 9
28 64 12 9
29 64 12 9
30 64 12 9
31 64 12 9
32 64 12 9
33 64 12 9
57 64 12 9
58 64 12 9
59 64 12 9
60 64 12 9
61 64 12 9
62 64 12 9
63 64 12 9
64 64 12 9
65 64 12 9
66 64 12 9
67 64 12 9
24 65 12 9
25 65 12 9
26 65 12 9
27 65 12 9
28 65 12 9
29 65 12 9
30 65 12 9
31 65 12 9
32 65 12 9
33 65 12 9
58 65 12 9
59 65 12 9
60 65 12 9
61 65 12 9
62 65 12 9
63 65 12 9
64 65 12 9
65 65 12 9
26 66 12 9
27 66 12 9
28 66 12 9
29 66 12 9
30 66 12 9
31 66 12 9
32 66 12 9
33 66 12 9
58 66 12 9
59 66 12 9
60 66 12 9
61 66 12 9
62 66 12 9
63 66 12 9
28 67 12 9
29 67 12 9
30 67 12 9
31 67 12 9
32 67 12 9
33 67 12 9
59 67 12 9
60 67 12 9
31 68 12 9
32 68 12 9
64 57 13 9
65 57 13 9
23 58 13 9
24 58 13 9
25 58 13 9
26 58 13 9
27 58 13 9
28 58 13 9
29 58 13 9
60 58 13 9
61 58 13 9
62 58 13 9
63 58 13 9
64 58 13 9
65 58 13 9
66 58 13 9
67 58 13 9
68 58 13 9
22 59 13 9
23 59 13 9
24 59 13 9
25 59 13 9
26 59 13 9
27 59 13 9
28 59 13 9
29 59 13 9
30 59 13 9
31 59 13 9
32 59 13 9
58 59 13 9
59 59 13 9
60 59 13 9
61 59 13 9
62 59 13 9
63 59 13 9
64 59 13 9
65 59 13 9
66 59 13 9
67 59 13 9
68 59 13 9
69 59 13 9
20 60 13 9
21 60 13 9
22 60 13 9
23 60 13 9
24 60 13 9
25 60 13 9
26 60 13 9
27 60 13 9
28 60 13 9
29 60 13 9
30 60 13 9
31 60 13 9
32 60 13 9
33 60 13 9
57 60 13 9
58 60 13 9
59 60 13 9
60 60 13 9
61 60 13 9
62 60 13 9
63 60 13 9
64 60 13 9
65 60 13 9
66 60 13 9
67 60 13 9
68 60 13 9
69 60 13 9
20 61 13 9
21 61 13 9
22 61 13 9
23 61 13 9
24 61 13 9
25 61 13 9
26 61 13 9
27 61 13 9
28 61 13 9
29 61 13 9
30 61 13 9
31 61 13 9
32 61 13 9
33 61 13 9
34 61 13 9
57 61 13 9
58 61 13 9
59 61 13 9
60 61 13 9
61 61 13 9
62 61 13 9
63 61 13 9
64 61 13 9
65 61 13 9
66 61 13 9
67 61 13 9
68 61 13 9
69 61 13 9
20 62 13 9
21 62 13 9
22 62 13 9
23 62 13 9
24 62 13 9
25 62 13 9
26 62 13 9
27 62 13 9
28 62 13 9
29 62 13 9
30 62 13 9
31 62 13 9
32 62 13 9
33 62 13 9
34 62 13 9
57 62 13 9
58 62 13 9
59 62 13 9
60 62 13 9
61 62 13 9
62 62 13 9
63 62 13 9
64 62 13 9
65 62 13 9
66 62 13 9
67 62 13 9
68 62 13 9
69 62 13 9
20 63 13 9
21 63 13 9
22 63 13 9
23 63 13 9
24 63 13 9
25 63 13 9
26 63 13 9
27 63 13 9
28 63 13 9
29 63 13 9
30 63 13 9
31 63 13 9
32 63 13 9
33 63 13 9
34 63 13 9
57 63 13 9
58 63 13 9
59 63 13 9
60 63 13 9
61 63 13 9
62 63 13 9
63 63 13 9
